Date,Cruise,Station,Lat,Long,Depth,pH,Alk,SiO4_uM,NO3+2_uM,PO4_uM,NH4_uM,Pico_Plankton_cells_per_ml,Bacteria_cells_per_ml,Virus_per_ml,Total_Chl_ug_per_l,Chl_less_than_20um_ug_per_l,Chl_less_than_3um_ug_per_l,Flowcam_Biomass,cyanobacteria_per_ml,picoeukaryotes_per_ml,noeukaryotes_per_ml
11/17/15,6,3,43. 48. 65 N,69. 34. 10 W,2,,,8.821,8.407,0.992,0.683,12098,1.18E+06,2.47E+06,1.571,0.466,0.152,3.58E+04,,,
11/17/15,6,3,43. 48. 65 N,69. 34. 10 W,10,,,8.173,8.306,0.96,0.629,12986,1.46E+06,3.62E+06,2.311,,,,,,
11/17/15,6,3,43. 48. 65 N,69. 34. 10 W,40,,,12.666,11.395,1.153,0.552,3000,,,0.314,,,,,,
11/17/15,6,4,43. 45. 19 N,69. 30. 05 W,2,,,4.473,8.495,0.807,3.246,14038,9.91E+05,2.14E+06,0.887,0.648,3.250,1.00E+04,,,
11/17/15,6,4,43. 45. 19 N,69. 30. 05 W,10,,,4.373,6.645,0.736,1.294,16995,1.32E+06,2.57E+06,0.885,,,,,,
11/17/15,6,4,43. 45. 19 N,69. 30. 05 W,40,,,10.72,10.70,0.99,0.65,1522,,,0.173,,,,,,
9/8/16,1,1,43.54.20 N,69.34.66 W,2,,,1.06,1.18,0.48,1.42,39126,5.56E+06,3.08E+07,8.560,1.995,0.311,1.28E+05,,,
9/8/16,1,1,43.54.20 N,69.34.66 W,10,,,0.61,0.97,0.48,1.34,41078,6.59E+06,3.74E+07,9.415,,,,,,
9/8/16,1,1,43.54.20 N,69.34.66 W,35,,,0.71,2.05,0.49,1.34,39287,2.08E+06,1.47E+07,9.415,,,,,,
9/8/16,1,2,43.51.80 N,69.34.52 W,2,,,1.89,1.23,0.46,1.45,41493,4.77E+06,2.75E+07,6.933,2.998,0.265,1.25E+05,,,
9/8/16,1,2,43.51.80 N,69.34.52 W,10,,,0.84,1.32,0.43,1.24,47047,6.67E+06,3.65E+07,7.846,,,,,,
9/8/16,1,2,43.51.80 N,69.34.52 W,20,,,2.14,1.51,0.51,1.66,44100,4.34E+06,2.40E+07,8.873,,,,,,
9/8/16,1,3,43. 48. 65 N,69. 34. 10 W,2,,,0.03,0.94,0.16,1.02,117000,4.97E+06,2.66E+07,0.819,4.397,0.480,1.57E+05,,,
9/8/16,1,3,43. 48. 65 N,69. 34. 10 W,10,,,0.19,0.84,0.26,0.90,72265,5.48E+06,3.04E+07,7.704,,,,,,
9/8/16,1,3,43. 48. 65 N,69. 34. 10 W,40,,,11.18,9.69,1.05,1.05,5041,3.59E+06,2.71E+07,7.076,,,,,,
9/8/16,1,4,43. 45. 19 N,69. 30. 05 W,2,,,-0.01,1.01,0.07,0.92,148000,2.52E+06,2.56E+07,,3.711,0.395,1.46E+05,,,
9/8/16,1,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,,2.37E+06,2.28E+07,,,,,,,
9/8/16,1,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,,2.00E+06,1.95E+07,5.661,,,,,,
9/20/16,2,1,43.54.20 N,69.34.66 W,2,,,6.79,4.35,0.86,2.53,27159,2.15E+06,1.70E+07,2.519,2.400,0.180,3.60E+04,,,
9/20/16,2,1,43.54.20 N,69.34.66 W,10,,,6.74,4.66,0.89,2.58,24965,2.58E+06,2.05E+07,2.494,,,,,,
9/20/16,2,1,43.54.20 N,69.34.66 W,35,,,6.93,4.68,0.86,2.56,25568,2.03E+06,1.55E+07,2.485,,,,,,
9/20/16,2,2,43.51.80 N,69.34.52 W,2,,,6.78,7.42,0.88,6.09,24355,2.04E+06,1.72E+07,2.300,1.760,0.380,4.35E+04,,,
9/20/16,2,2,43.51.80 N,69.34.52 W,10,,,6.73,7.30,0.88,5.87,23013,2.10E+06,1.82E+07,2.411,,,,,,
9/20/16,2,2,43.51.80 N,69.34.52 W,20,,,6.67,4.89,0.94,2.39,21705,1.99E+06,1.96E+07,2.200,,,,,,
9/20/16,2,3,43. 48. 65 N,69. 34. 10 W,2,,,0.18,0.26,0.09,0.28,46940,1.69E+06,1.30E+07,0.885,4.680,1.660,3.02E+05,,,
9/20/16,2,3,43. 48. 65 N,69. 34. 10 W,10,,,1.39,0.45,0.22,0.32,40852,1.64E+06,1.50E+07,9.045,,,,,,
9/20/16,2,3,43. 48. 65 N,69. 34. 10 W,40,,,9.09,8.17,0.93,0.46,5173,1.52E+06,1.53E+07,10.871,8.520,0.390,,,,
9/20/16,2,4,43. 45. 19 N,69. 30. 05 W,2,,,0.07,0.72,0.08,0.32,41919,1.07E+06,4.79E+06,0.480,,,3.93E+05,,,
9/20/16,2,4,43. 45. 19 N,69. 30. 05 W,10,,,0.49,1.61,0.30,1.69,19088,1.58E+06,1.80E+07,9.083,,,,,,
9/20/16,2,4,43. 45. 19 N,69. 30. 05 W,40,,,7.27,9.54,0.86,0.87,2642,1.65E+06,2.02E+07,0.215,,,,,,
10/4/16,3,1,43.54.20 N,69.34.66 W,2,,,3.49,3.72,0.66,4.28,16970,2.52E+06,2.56E+07,1.968,1.019,0.230,7.32E+04,,,
10/4/16,3,1,43.54.20 N,69.34.66 W,10,,,3.04,1.69,0.59,1.70,14821,2.37E+06,2.28E+07,2.411,,,,,,
10/4/16,3,1,43.54.20 N,69.34.66 W,35,,,5.07,2.87,0.77,2.28,13275,2.00E+06,1.95E+07,2.420,,,,,,
10/4/16,3,2,43.51.80 N,69.34.52 W,2,,,5.01,5.02,0.81,5.09,14906,2.15E+06,1.70E+07,1.923,1.007,0.728,6.56E+04,,,
10/4/16,3,2,43.51.80 N,69.34.52 W,10,,,3.84,4.59,0.65,5.25,14330,2.58E+06,2.05E+07,2.004,,,,,,
10/4/16,3,2,43.51.80 N,69.34.52 W,20,,,5.21,6.59,0.83,6.91,13627,2.03E+06,1.55E+07,2.086,,,,,,
10/4/16,3,3,43. 48. 65 N,69. 34. 10 W,2,,,1.36,1.43,0.41,1.58,10452,2.04E+06,1.72E+07,0.967,1.415,0.332,1.16E+05,,,
10/4/16,3,3,43. 48. 65 N,69. 34. 10 W,10,,,1.40,1.43,0.47,0.93,10941,2.10E+06,1.82E+07,2.898,,,,,,
10/4/16,3,3,43. 48. 65 N,69. 34. 10 W,40,,,4.24,3.88,0.69,2.37,5968,1.99E+06,1.96E+07,2.862,,,,,,
10/4/16,3,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,9072,1.69E+06,1.30E+07,2.483,1.181,0.268,1.53E+05,,,
10/4/16,3,4,43. 45. 19 N,69. 30. 05 W,10,,,2.48,4.13,0.63,3.02,8502,1.64E+06,1.50E+07,2.745,,,,,,
10/4/16,3,4,43. 45. 19 N,69. 30. 05 W,40,,,0.92,4.37,0.55,5.24,5097,1.52E+06,1.53E+07,1.824,,,,,,
10/19/16,4,1,43.54.20 N,69.34.66 W,2,,,4.72,6.59,0.78,5.75,12779,1.83E+06,1.30E+07,1.061,1.007,3.236,1.23E+04,,,
10/19/16,4,1,43.54.20 N,69.34.66 W,10,,,3.42,2.57,0.64,1.89,13495,1.72E+06,1.33E+07,1.355,,,,,,
10/19/16,4,1,43.54.20 N,69.34.66 W,35,,,4.77,7.31,0.87,6.61,11900,1.49E+06,1.13E+07,1.349,,,,,,
10/19/16,4,2,43.51.80 N,69.34.52 W,2,,,4.43,3.28,0.84,2.19,13390,1.79E+06,1.22E+07,1.355,0.919,0.232,1.74E+04,,,
10/19/16,4,2,43.51.80 N,69.34.52 W,10,,,3.07,2.35,0.63,1.79,13473,1.66E+06,1.10E+07,1.416,,,,,,
10/19/16,4,2,43.51.80 N,69.34.52 W,20,,,4.41,3.59,0.82,2.31,14267,,,1.313,,,,,,
10/19/16,4,3,43. 48. 65 N,69. 34. 10 W,2,,,1.99,2.13,0.61,0.51,44957,1.49E+06,1.00E+07,1.152,3.273,0.712,2.89E+04,,,
10/19/16,4,3,43. 48. 65 N,69. 34. 10 W,10,,,1.97,2.33,0.53,0.94,42845,2.16E+06,1.22E+07,3.545,,,,,,
10/19/16,4,3,43. 48. 65 N,69. 34. 10 W,40,,,5.28,5.38,0.76,0.91,15599,2.24E+06,1.24E+07,4.633,,,,,,
10/19/16,4,4,43. 45. 19 N,69. 30. 05 W,2,,,1.15,1.69,0.49,0.70,53995,1.86E+06,9.50E+06,0.766,3.043,0.951,5.47E+04,,,
10/19/16,4,4,43. 45. 19 N,69. 30. 05 W,10,,,0.90,1.62,0.40,1.01,66024,2.75E+06,1.15E+07,3.502,,,,,,
10/19/16,4,4,43. 45. 19 N,69. 30. 05 W,40,,,1.48,3.21,0.47,1.61,21700,2.25E+06,1.07E+07,4.173,,,,,,
11/1/16,5,1,43.54.20 N,69.34.66 W,2,,,7.40,6.44,0.87,1.91,,,,1.228,0.831,0.270,1.19E+04,,,
11/1/16,5,1,43.54.20 N,69.34.66 W,10,,,6.90,6.53,0.85,2.24,,,,1.307,,,,,,
11/1/16,5,1,43.54.20 N,69.34.66 W,35,,,6.66,5.81,0.80,1.55,,,,1.301,,,,,,
11/1/16,5,2,43.51.80 N,69.34.52 W,2,,,7.90,7.90,0.94,1.44,19998,1.69E+06,9.19E+06,1.113,0.930,0.279,1.12E+04,,,
11/1/16,5,2,43.51.80 N,69.34.52 W,10,,,7.97,7.97,0.99,3.26,,1.84E+06,1.07E+07,1.228,,,,,,
11/1/16,5,2,43.51.80 N,69.34.52 W,20,,,7.84,7.84,0.95,2.06,20141,1.74E+06,1.02E+07,1.313,,,,,,
11/1/16,5,3,43. 48. 65 N,69. 34. 10 W,2,,,4.25,5.99,0.73,0.76,18827,1.60E+06,8.56E+06,1.195,1.180,0.350,2.60E+04,,,
11/1/16,5,3,43. 48. 65 N,69. 34. 10 W,10,,,4.79,7.79,0.80,1.94,17909,1.42E+06,7.98E+06,1.518,,,,,,
11/1/16,5,3,43. 48. 65 N,69. 34. 10 W,40,,,6.52,7.89,0.85,1.49,18373,1.59E+06,9.09E+06,1.537,,,,,,
11/1/16,5,4,43. 45. 19 N,69. 30. 05 W,2,,,4.42,7.31,0.76,1.45,18969,1.99E+06,1.07E+07,9.744,0.838,0.293,2.60E+04,,,
11/1/16,5,4,43. 45. 19 N,69. 30. 05 W,10,,,3.89,5.79,0.65,0.75,,1.52E+06,8.01E+06,1.283,,,,,,
11/1/16,5,4,43. 45. 19 N,69. 30. 05 W,40,,,4.16,5.51,0.59,0.8,14586,1.72E+06,9.33E+06,1.367,,,,,,
9/12/17,1,1,43.54.20 N,69.34.66 W,2,,,3.58,2.29,0.73,,76607,3.59E+06,6.23E+06,2.271,1.578,0.272,,,,
9/12/17,1,1,43.54.20 N,69.34.66 W,10,,,7.20,3.45,0.68,,68822,3.92E+06,8.04E+06,2.110,,,,,,
9/12/17,1,1,43.54.20 N,69.34.66 W,30,,,6.90,3.82,0.67,,64534,3.42E+06,6.10E+06,1.208,,,,,,
9/12/17,1,2,43.51.80 N,69.34.52 W,2,,,5.60,2.80,0.64,,59768,3.82E+06,7.87E+06,1.240,1.114,0.253,,,,
9/12/17,1,2,43.51.80 N,69.34.52 W,10,,,5.15,,0.60,,61651,3.89E+06,7.69E+06,0.908,,,,,,
9/12/17,1,2,43.51.80 N,69.34.52 W,20,,,4.21,2.74,0.44,,56161,3.24E+06,6.12E+06,0.976,,,,,,
9/12/17,1,3,43. 48. 65 N,69. 34. 10 W,2,,,0.88,,0.26,,93435,4.92E+06,1.14E+07,1.019,0.581,0.119,,,,
9/12/17,1,3,43. 48. 65 N,69. 34. 10 W,10,,,1.06,1.30,0.19,,96055,5.23E+06,1.24E+07,1.146,,,,,,
9/12/17,1,3,43. 48. 65 N,69. 34. 10 W,40,,,2.77,2.72,0.40,,5395,1.39E+06,4.12E+06,0.127,,,,,,
9/12/17,1,4,43. 45. 19 N,69. 30. 05 W,2,,,0.45,0.14,0.28,,75676,3.77E+06,9.31E+06,0.396,0.205,0.116,,,,
9/12/17,1,4,43. 45. 19 N,69. 30. 05 W,10,,,0.74,,0.19,,76932,4.55E+06,1.01E+07,0.657,,,,,,
9/12/17,1,4,43. 45. 19 N,69. 30. 05 W,40,,,9.19,,0.97,,2550,1.46E+06,2.69E+06,0.135,,,,,,
9/21/17,2,1,43.54.20 N,69.34.66 W,2,,,1.90,0.89,0.33,,,3.86E+06,1.08E+07,2.737,2.214,0.406,,,,
9/21/17,2,1,43.54.20 N,69.34.66 W,10,,,3.66,1.66,0.43,,46741,4.63E+06,1.39E+07,2.718,,,,,,
9/21/17,2,1,43.54.20 N,69.34.66 W,30,,,4.61,3.49,0.56,,46519,3.98E+06,1.10E+07,2.537,,,,,,
9/21/17,2,2,43.51.80 N,69.34.52 W,2,,,4.52,2.77,0.28,,45071,4.37E+06,1.28E+07,2.956,2.005,0.235,,,,
9/21/17,2,2,43.51.80 N,69.34.52 W,10,,,,,,,45684,4.90E+06,1.29E+07,2.785,,,,,,
9/21/17,2,2,43.51.80 N,69.34.52 W,20,,,3.80,4.39,0.25,,44043,5.02E+06,1.64E+07,1.891,,,,,,
10/5/17,3,1,43.54.20 N,69.34.66 W,2,,,2.03,,0.67,,27617,3.57E+06,1.02E+07,5.331,2.737,0.355,,,,
10/5/17,3,1,43.54.20 N,69.34.66 W,10,,,2.71,3.37,0.39,,22946,3.67E+06,1.26E+07,5.360,,,,,,
10/5/17,3,1,43.54.20 N,69.34.66 W,30,,,2.96,,0.73,,23499,3.37E+06,1.17E+07,5.255,,,,,,
10/5/17,3,2,43.51.80 N,69.34.52 W,2,,,4.14,3.89,1.00,,21110,2.86E+06,8.62E+06,3.231,1.870,0.286,,,,
10/5/17,3,2,43.51.80 N,69.34.52 W,10,,,6.85,7.04,0.62,,14223,2.17E+06,8.48E+06,3.431,,,,,,
10/5/17,3,2,43.51.80 N,69.34.52 W,20,,,8.57,7.95,0.48,,11375,1.99E+06,6.30E+06,2.661,,,,,,
10/5/17,3,3,43. 48. 65 N,69. 34. 10 W,2,,,0.86,0.66,0.20,,19025,,,11.537,2.148,0.221,,,,
10/5/17,3,3,43. 48. 65 N,69. 34. 10 W,10,,,6.00,5.35,0.74,,9975,1.97E+06,7.78E+06,3.127,,,,,,
10/5/17,3,3,43. 48. 65 N,69. 34. 10 W,40,,,9.22,7.95,0.23,,3715,1.28E+06,4.05E+06,0.778,,,,,,
10/5/17,3,4,43. 45. 19 N,69. 30. 05 W,2,,,1.58,0.32,0.21,,39440,1.25E+06,1.09E+07,4.172,3.326,0.233,,,,
10/5/17,3,4,43. 45. 19 N,69. 30. 05 W,10,,,0.41,1.19,0.22,,34070,1.51E+06,1.27E+07,6.890,,,,,,
10/5/17,3,4,43. 45. 19 N,69. 30. 05 W,40,,,6.93,10.98,0.62,,7365,4.38E+06,1.71E+07,0.373,,,,,,
10/19/17,4,1,43.54.20 N,69.34.66 W,2,,,,,,,,,,3.516,0.649,0.236,,,,
10/19/17,4,1,43.54.20 N,69.34.66 W,,,,,,,,,,,,,,,,,
10/19/17,4,1,43.54.20 N,69.34.66 W,,,,,,,,,,,,,,,,,
10/19/17,4,2,43.51.80 N,69.34.52 W,,,,,,,,,,,,,,,,,
10/19/17,4,2,43.51.80 N,69.34.52 W,,,,,,,,,,,,,,,,,
10/19/17,4,2,43.51.80 N,69.34.52 W,,,,,,,,,,,,,,,,,
10/19/17,4,3,43. 48. 65 N,69. 34. 10 W,,,,3.79,2.99,0.54,,,,,,,,5.17E+04,,,
10/19/17,4,3,43. 48. 65 N,69. 34. 10 W,,,,,,,,,,,,,,,,,
10/19/17,4,3,43. 48. 65 N,69. 34. 10 W,,,,,,,,,,,,,,,,,
10/19/17,4,4,43. 45. 19 N,69. 30. 05 W,,,,0.83,3.10,0.36,,,,,,,,,,,
10/19/17,4,4,43. 45. 19 N,69. 30. 05 W,,,,,,,,,,,,,,6.41E+04,,,
10/19/17,4,4,43. 45. 19 N,69. 30. 05 W,,,,,,,,,,,,,,,,,
11/9/17,5,1,43.54.20 N,69.34.66 W,2,,,7.49,4.81,0.58,,12890,1.64E+06,6.36E+06,1.179,1.163,0.242,8.20E+03,,,
11/9/17,5,1,43.54.20 N,69.34.66 W,10,,,7.62,5.57,0.83,,13424,1.13E+06,4.61E+06,1.387,,,,,,
11/9/17,5,1,43.54.20 N,69.34.66 W,30,,,7.16,4.81,0.82,,13204,1.46E+06,5.74E+06,1.369,,,,,,
11/9/17,5,2,43.51.80 N,69.34.52 W,2,,,5.86,4.95,0.53,,9427,1.28E+06,5.05E+06,0.988,0.933,0.272,1.12E+04,,,
11/9/17,5,2,43.51.80 N,69.34.52 W,10,,,5.83,5.01,0.68,,8927,4.90E+06,1.29E+07,1.380,,,,,,
11/9/17,5,2,43.51.80 N,69.34.52 W,19,,,6.65,6.58,0.76,,9165,1.56E+06,6.15E+06,0.936,,,,,,
11/9/17,5,3,43. 48. 65 N,69. 34. 10 W,2,,,5.31,4.86,0.72,,9878,1.03E+06,4.66E+06,1.503,1.630,0.328,3.42E+03,,,
11/9/17,5,3,43. 48. 65 N,69. 34. 10 W,10,,,4.83,4.47,0.60,,12143,1.21E+06,5.22E+06,1.537,,,,,,
11/9/17,5,3,43. 48. 65 N,69. 34. 10 W,40,,,4.74,4.68,0.72,,10280,1.39E+06,4.12E+06,1.181,,,,,,
11/9/17,5,4,43. 45. 19 N,69. 30. 05 W,2,,,4.17,4.63,0.68,,7185,1.01E+06,4.35E+06,1.375,0.592,0.399,6.00E+03,,,
11/9/17,5,4,43. 45. 19 N,69. 30. 05 W,10,,,5.68,5.56,0.80,,5011,1.03E+06,4.04E+06,1.143,,,,,,
11/9/17,5,4,43. 45. 19 N,69. 30. 05 W,40,,,6.89,6.61,0.87,,1801,2.74E+06,1.10E+07,0.393,,,,,,
11/29/17,6,1,43.54.20 N,69.34.66 W,2,,,,,,,11221,1.55E+06,5.95E+06,1.545,0.637,0.346,1.12E+04,,,
11/29/17,6,1,43.54.20 N,69.34.66 W,10,,,,,,,11422,1.63E+06,6.36E+06,1.366,,,,,,
11/29/17,6,1,43.54.20 N,69.34.66 W,30,,,,,,,10489,1.45E+06,5.72E+06,1.148,,,,,,
11/29/17,6,2,43.51.80 N,69.34.52 W,,,,,,,,9557,,,1.249,0.728,0.161,9.87E+03,,,
11/29/17,6,2,43.51.80 N,69.34.52 W,,,,,,,,8943,,,1.300,,,,,,
11/29/17,6,2,43.51.80 N,69.34.52 W,,,,,,,,9060,,,1.185,,,,,,
11/29/17,6,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,4590,1.07E+06,3.22E+06,0.714,0.373,0.151,6.78E+03,,,
11/29/17,6,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,5118,1.19E+06,3.45E+06,0.738,,,,,,
11/29/17,6,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,4863,1.55E+06,4.43E+06,0.744,,,,,,
11/29/17,6,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,10179,1.50E+06,3.83E+06,2.166,1.021,0.252,1.25E+04,,,
11/29/17,6,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,9401,1.59E+06,3.87E+06,1.891,,,,,,
11/29/17,6,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,764,1.05E+06,2.78E+06,0.289,,,,,,
9/6/18,1,1,43.54.20 N,69.34.66 W,2,,,1.53,0.13,0.46,0.34,3602,1.01E+06,1.10E+08,6.558,3.659,0.128,,,,
9/6/18,1,1,43.54.20 N,69.34.66 W,10,,,1.55,0.09,0.45,0.00,3456,8.69E+05,7.38E+07,6.319,,,,,,
9/6/18,1,1,43.54.20 N,69.34.66 W,37,,,1.81,0.63,0.46,10.43,3432,1.20E+06,7.84E+07,5.738,,,,,,
9/6/18,1,2,43.51.80 N,69.34.52 W,2,,,1.96,0.24,0.26,0.24,4423,8.38E+05,6.19E+07,4.712,2.823,0.217,,,,
9/6/18,1,2,43.51.80 N,69.34.52 W,10,,,3.30,1.17,0.52,0.10,4198,8.42E+05,6.23E+07,4.072,,,,,,
9/6/18,1,2,43.51.80 N,69.34.52 W,20,,,4.95,2.55,0.65,0.25,4906,7.94E+05,6.20E+07,2.693,,,,,,
9/6/18,1,3,43. 48. 65 N,69. 34. 10 W,2,,,0.66,0.08,0.16,0.18,2422,7.90E+05,1.01E+08,3.035,1.493,0.228,,,,
9/6/18,1,3,43. 48. 65 N,69. 34. 10 W,10,,,0.00,0.44,0.02,0.34,1460,5.17E+05,1.25E+08,3.789,,,,,,
9/6/18,1,3,43. 48. 65 N,69. 34. 10 W,40,,,9.11,6.29,0.88,0.35,5222,9.21E+05,7.45E+07,0.530,,,,,,
9/6/18,1,4,43. 45. 19 N,69. 30. 05 W,2,,,0.01,0.11,0.10,0.60,,6.90E+05,4.12E+07,1.410,1.333,0.128,,,,
9/6/18,1,4,43. 45. 19 N,69. 30. 05 W,10,,,0.03,0.44,0.07,1.04,,5.48E+05,7.23E+07,2.302,,,,,,
9/6/18,1,4,43. 45. 19 N,69. 30. 05 W,40,,,4.74,4.66,0.49,0.10,5055,4.76E+05,1.26E+08,1.072,,,,,,
9/19/18,2,1,43.54.20 N,69.34.66 W,2,,,,,,,1815,1.14E+06,5.95E+07,3.502,,,,,,
9/19/18,2,1,43.54.20 N,69.34.66 W,10,,,,,,,2705,1.09E+06,7.58E+07,3.024,,,,,,
9/19/18,2,1,43.54.20 N,69.34.66 W,34,,,,,,,2623,9.11E+05,7.11E+07,2.394,,,,,,
9/19/18,2,2,43.51.80 N,69.34.52 W,2,,,,,,,2125,9.00E+05,4.66E+07,3.312,,,,,,
9/19/18,2,2,43.51.80 N,69.34.52 W,10,,,,,,,1857,1.13E+06,4.86E+07,2.660,,,,,,
9/19/18,2,2,43.51.80 N,69.34.52 W,18,,,,,,,2881,9.42E+05,5.34E+07,1.526,,,,,,
9/19/18,2,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,838,7.17E+05,3.92E+07,4.821,,,,,,
9/19/18,2,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,3968,8.08E+05,4.47E+07,4.381,,,,,,
9/19/18,2,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,5141,7.45E+05,8.52E+07,0.726,,,,,,
9/19/18,2,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,7249,7.07E+05,3.66E+07,12.752,,,,,,
9/19/18,2,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,3599,7.80E+05,3.60E+07,1.510,,,,,,
9/19/18,2,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,1967,8.69E+05,3.77E+07,1.039,,,,,,
9/27/18,3,1,43.54.20 N,69.34.66 W,2,,,,,,,5688,1.40E+06,3.92E+07,0.166,,,,,,
9/27/18,3,1,43.54.20 N,69.34.66 W,10,,,,,,,7738,4.32E+06,4.86E+07,0.173,,,,,,
9/27/18,3,1,43.54.20 N,69.34.66 W,35,,,,,,,8514,1.42E+06,1.25E+07,0.225,,,,,,
9/27/18,3,2,43.51.80 N,69.34.52 W,2,,,2.46,1.12,0.41,2.71,4391,1.16E+06,9.62E+06,0.456,,,,,,
9/27/18,3,2,43.51.80 N,69.34.52 W,10,,,3.96,1.99,0.68,2.01,6576,9.62E+05,1.14E+07,0.368,,,,,,
9/27/18,3,2,43.51.80 N,69.34.52 W,18,,,,,,,6511,9.36E+05,1.28E+07,0.408,,,,,,
9/27/18,3,3,43. 48. 65 N,69. 34. 10 W,2,,,1.74,0.89,0.33,0.44,1060,7.01E+05,6.28E+06,0.815,,,,,,
9/27/18,3,3,43. 48. 65 N,69. 34. 10 W,10,,,1.01,0.48,0.20,0.60,7069,1.11E+06,1.12E+07,1.274,,,,,,
9/27/18,3,3,43. 48. 65 N,69. 34. 10 W,40,,,10.16,6.40,0.78,1.22,5489,1.28E+06,1.24E+07,0.232,,,,,,
9/27/18,3,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,5714,1.54E+06,1.22E+07,1.045,,,,,,
9/27/18,3,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,,,,,,,,,,
9/27/18,3,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,,,,,,,,,,
10/18/18,4,1,43.54.20 N,69.34.66 W,2,,,4.30,2.21,0.56,3.12,16992,1.77E+06,9.17E+07,1.650,,,,,,
10/18/18,4,1,43.54.20 N,69.34.66 W,10,,,,,,,20836,2.07E+06,9.02E+07,1.471,,,,,,
10/18/18,4,1,43.54.20 N,69.34.66 W,34,,,8.10,4.75,0.93,3.60,20199,2.06E+06,8.07E+07,1.126,,,,,,
10/18/18,4,2,43.51.80 N,69.34.52 W,2,,,,,,,9635,1.72E+06,5.16E+07,1.374,,,,,,
10/18/18,4,2,43.51.80 N,69.34.52 W,10,,,,,,,11200,1.29E+06,4.94E+07,1.231,,,,,,
10/18/18,4,2,43.51.80 N,69.34.52 W,21,,,5.01,3.40,0.55,2.22,13096,1.50E+06,5.08E+07,0.650,,,,,,
10/18/18,4,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,,,,,,,,,,
10/18/18,4,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,,,,,,,,,,
10/18/18,4,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,,,,,,,,,,
10/18/18,4,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,,,,,,,,,,
10/18/18,4,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,,,,,,,,,,
10/18/18,4,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,,,,,,,,,,
10/30/18,5,1,43.54.20 N,69.34.66 W,2,,,,,,,17552,2.19E+06,7.27E+07,2.294,,,,,,
10/30/18,5,1,43.54.20 N,69.34.66 W,10,,,,,,,18505,1.72E+06,6.59E+07,2.221,,,,,,
10/30/18,5,1,43.54.20 N,69.34.66 W,35,,,,,,,17442,2.00E+06,6.22E+07,2.306,,,,,,
10/30/18,5,2,43.51.80 N,69.34.52 W,2,,,,,,,15099,1.54E+06,7.77E+07,2.343,,,,,,
10/30/18,5,2,43.51.80 N,69.34.52 W,10,,,,,,,16100,2.01E+06,6.53E+07,3.742,,,,,,
10/30/18,5,2,43.51.80 N,69.34.52 W,16,,,,,,,17193,1.56E+06,6.18E+07,3.026,,,,,,
10/30/18,5,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,11316,1.01E+06,4.63E+07,2.560,,,,,,
10/30/18,5,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,13193,1.38E+06,5.15E+07,1.900,,,,,,
10/30/18,5,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,14039,2.97E+05,3.94E+07,1.572,,,,,,
10/30/18,5,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,11746,9.45E+05,4.96E+07,1.578,,,,,,
10/30/18,5,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,12327,9.35E+05,4.59E+07,1.681,,,,,,
