Date,Cruise,Station,Lat,Long,Depth,pH,Alk,SiO4_uM,NO3+2_uM,PO4_uM,NH4_uM,Pico_Plankton_cells_per_ml,Bacteria_cells_per_ml,Virus_per_ml,Total_Chl_ug_per_l,Chl_less_than_20um_ug_per_l,Chl_less_than_3um_ug_per_l,Flowcam_Biomass,cyanobacteria_per_ml,picoeukaryotes_per_ml,noeukaryotes_per_ml
10/28/20,6,3,43. 48. 65 N,69. 34. 10 W,2,,,3.48,4.01,0.72,,6181,5.87E+05,,,,,,3896,,
10/28/20,6,3,43. 48. 65 N,69. 34. 10 W,5,,,,,,,5835,5.30E+05,,,,,,3871,,
10/28/20,6,3,43. 48. 65 N,69. 34. 10 W,10,,,3.47,3.67,0.68,,5880,4.75E+05,,,,,,3833,,
10/28/20,6,3,43. 48. 65 N,69. 34. 10 W,15,,,,,,,6412,7.29E+05,,,,,,4526,,
10/28/20,6,3,43. 48. 65 N,69. 34. 10 W,40,,,6.42,5.57,0.89,,3896,5.21E+05,,,,,,2408,,
10/28/20,6,4,43. 45. 19 N,69. 30. 05 W,2,,,1.96,1.37,0.29,,29880,4.84E+05,,,,,,11186,,
10/28/20,6,4,43. 45. 19 N,69. 30. 05 W,5,,,,,,,29386,5.13E+05,,,,,,11683,,
10/28/20,6,4,43. 45. 19 N,69. 30. 05 W,10,,,2.52,3.76,0.50,,18302,4.94E+05,,,,,,8103,,
10/28/20,6,4,43. 45. 19 N,69. 30. 05 W,15,,,,,,,24423,1.05E+06,,,,,,19600,,
10/28/20,6,4,43. 45. 19 N,69. 30. 05 W,40,,,7.01,7.74,0.88,,17574,7.61E+05,,,,,,8992,,
10/28/20,6,5,,,2,,,7.56,3.74,0.88,,3042,3.99E+05,,,,,,1764,,
10/28/20,6,5,,,5,,,,,,,23639,8.72E+05,,,,,,18893,,
10/28/20,6,5,,,10,,,7.64,3.73,0.89,,23345,1.07E+06,,,,,,18382,,
10/28/20,6,5,,,15,,,,,,,30506,1.58E+06,,,,,,25725,,
10/28/20,6,5,,,20,,,6.02,3.01,0.72,,25186,1.09E+06,,,,,,20521,,
6/3/21,REU,1,43.54.20 N,69.34.66 W,2,,,4.64,2.67,0.39,,,,,,,,,,,
6/3/21,REU,1,43.54.20 N,69.34.66 W,10,,,4.43,0.54,0.40,,,,,,,,,,,
6/3/21,REU,1,43.54.20 N,69.34.66 W,,,,3.92,1.18,0.43,,,,,,,,,,,
6/3/21,REU,2,43.51.80 N,69.34.52 W,2,,,3.41,1.03,0.43,,,,,,,,,,,
6/3/21,REU,2,43.51.80 N,69.34.52 W,10,,,3.08,1.02,0.39,,,,,,,,,,,
6/3/21,REU,2,43.51.80 N,69.34.52 W,,,,3.30,0.67,0.42,,,,,,,,,,,
6/3/21,REU,3,43. 48. 65 N,69. 34. 10 W,2,,,2.19,0.43,0.32,,,,,,,,,,,
6/3/21,REU,3,43. 48. 65 N,69. 34. 10 W,10,,,2.35,0.54,0.33,,,,,,,,,,,
6/3/21,REU,3,43. 48. 65 N,69. 34. 10 W,,,,1.91,0.84,0.33,,,,,,,,,,,
6/3/21,REU,4,43. 45. 19 N,69. 30. 05 W,2,,,1.33,0.25,0.14,,,,,,,,,,,
6/3/21,REU,4,43. 45. 19 N,69. 30. 05 W,10,,,1.56,0.60,0.18,,,,,,,,,,,
6/3/21,REU,4,43. 45. 19 N,69. 30. 05 W,,,,2.97,3.90,0.45,,,,,,,,,,,
9/9/21,1,1,43.54.20 N,69.34.66 W,2,,,4.85,1.33,0.66,,18333,1.71E+06,1.20E+07,4.752,3.736,0.457,,1607,,
9/9/21,1,1,43.54.20 N,69.34.66 W,10,,,4.87,1.71,0.65,,19138,1.78E+06,1.38E+07,4.475,,,,1593,,
9/9/21,1,1,43.54.20 N,69.34.66 W,30,,,4.94,1.93,0.67,,16590,1.70E+06,1.16E+07,3.564,,,,1439,,
9/9/21,1,2,43.51.80 N,69.34.52 W,2,,,4.84,3.34,0.70,,12768,1.35E+06,1.09E+07,2.812,2.303,0.335,,1446,,
9/9/21,1,2,43.51.80 N,69.34.52 W,10,,,5.07,3.32,0.70,,11851,1.30E+06,1.17E+07,2.323,,,,1481,,
9/9/21,1,2,43.51.80 N,69.34.52 W,20,,,6.16,3.49,0.83,,10024,1.31E+06,1.16E+07,2.026,,,,1208,,
9/14/21,2,1,43.54.20 N,69.34.66 W,2,,,6.66,3.13,0.75,,17682,1.59E+06,9.57E+06,4.184,3.769,0.556,,1817,,
9/14/21,2,1,43.54.20 N,69.34.66 W,10,,,6.59,2.78,0.76,,14312,1.31E+06,1.13E+07,2.983,,,,1617,,
9/14/21,2,1,43.54.20 N,69.34.66 W,30,,,7.31,2.91,0.77,,12751,1.39E+06,8.28E+06,2.297,,,,1603,,
9/14/21,2,2,43.51.80 N,69.34.52 W,2,,,6.70,3.55,0.78,,13377,1.24E+06,8.39E+06,2.759,2.158,0.469,,1561,,
9/14/21,2,2,43.51.80 N,69.34.52 W,10,,,6.82,4.40,0.80,,15246,1.21E+06,9.44E+06,2.752,,,,1771,,
9/14/21,2,2,43.51.80 N,69.34.52 W,20,,,6.96,4.76,0.81,,11701,1.17E+06,6.57E+06,1.967,,,,1708,,
9/14/21,2,3,43. 48. 65 N,69. 34. 10 W,2,,,3.27,1.01,0.50,,26705,1.08E+06,1.10E+07,2.779,2.317,0.561,,5296,,
9/14/21,2,3,43. 48. 65 N,69. 34. 10 W,10,,,4.49,2.31,0.62,,15848,1.07E+06,1.01E+07,4.204,,,,2856,,
9/14/21,2,3,43. 48. 65 N,69. 34. 10 W,40,,,9.14,9.39,1.04,,1110,5.69E+05,6.04E+06,0.304,,,,427,,
9/14/21,2,4,43. 45. 19 N,69. 30. 05 W,2,,,0.14,0.74,0.21,,33072,1.65E+06,1.19E+07,2.627,1.623,0.391,,8666,,
9/14/21,2,4,43. 45. 19 N,69. 30. 05 W,10,,,0.35,1.85,0.30,,39711,1.55E+06,1.20E+07,3.485,,,,13720,,
9/14/21,2,4,43. 45. 19 N,69. 30. 05 W,40,,,5.18,6.99,0.85,,504,,,0.176,,,,186,,
9/28/21,3,1,43.54.20 N,69.34.66 W,2,,,7.64,2.20,0.82,,15145,1.24E+06,1.49E+07,2.495,2.072,0.499,,1817,,
9/28/21,3,1,43.54.20 N,69.34.66 W,10,,,6.90,2.40,0.78,,11253,1.17E+06,9.67E+06,1.914,,,,1617,,
9/28/21,3,1,43.54.20 N,69.34.66 W,35,,,6.36,1.91,0.74,,9986,1.03E+06,1.35E+07,1.584,,,,1603,,
9/28/21,3,2,43.51.80 N,69.34.52 W,2,,,6.32,3.13,0.78,,8953,1.12E+06,1.27E+07,2.053,1.723,0.345,,1561,,
9/28/21,3,2,43.51.80 N,69.34.52 W,10,,,6.82,2.57,0.77,,9275,1.12E+06,1.14E+07,1.709,,,,1771,,
9/28/21,3,2,43.51.80 N,69.34.52 W,15,,,6.34,2.17,0.76,,8824,1.02E+06,1.51E+07,1.650,,,,1708,,
9/28/21,3,3,43. 48. 65 N,69. 34. 10 W,2,,,2.62,1.10,0.46,,9338,1.23E+06,1.73E+07,9.920,7.913,0.616,,5296,,
9/28/21,3,3,43. 48. 65 N,69. 34. 10 W,10,,,2.26,0.80,0.42,,4596,1.02E+06,1.18E+07,3.604,,,,2856,,
9/28/21,3,3,43. 48. 65 N,69. 34. 10 W,40,,,11.39,11.71,1.21,,704,,,0.337,,,,427,,
9/28/21,3,4,43. 45. 19 N,69. 30. 05 W,2,,,0.34,0.07,0.17,,9293,1.11E+06,1.65E+07,6.950,4.768,1.228,,8666,,
9/28/21,3,4,43. 45. 19 N,69. 30. 05 W,10,,,0.38,0.16,0.21,,9184,1.06E+06,1.35E+07,9.715,,,,13720,,
9/28/21,3,4,43. 45. 19 N,69. 30. 05 W,40,,,8.21,9.61,0.99,,627,7.40E+05,4.27E+06,2.297,,,,186,,
10/12/21,4,1,43.54.20 N,69.34.66 W,2,,,7.02,3.45,0.70,,14375,1.35E+06,1.46E+07,4.897,4.409,0.420,,893,,
10/12/21,4,1,43.54.20 N,69.34.66 W,10,,,6.78,2.83,0.71,,11792,1.37E+06,1.13E+07,4.323,,,,826,,
10/12/21,4,1,43.54.20 N,69.34.66 W,30,,,7.02,3.45,0.70,,10227,1.53E+06,1.06E+07,3.808,,,,833,,
10/12/21,4,2,43.51.80 N,69.34.52 W,2,,,5.49,2.35,0.68,,7814,1.45E+06,1.21E+07,6.864,4.970,0.199,,655,,
10/12/21,4,2,43.51.80 N,69.34.52 W,10,,,5.98,4.02,0.66,,8117,1.47E+06,1.13E+07,4.679,,,,844,,
10/12/21,4,2,43.51.80 N,69.34.52 W,20,,,6.58,4.18,0.70,,6895,1.60E+06,1.00E+07,3.373,,,,746,,
10/12/21,4,3,43. 48. 65 N,69. 34. 10 W,2,,,1.98,0.89,0.27,,3840,1.34E+06,1.49E+07,23.958,,0.298,,613,,
10/12/21,4,3,43. 48. 65 N,69. 34. 10 W,10,,,4.19,1.68,0.51,,3815,1.31E+06,7.61E+06,4.000,,,,497,,
10/12/21,4,3,43. 48. 65 N,69. 34. 10 W,40,,,8.69,7.08,0.94,,2002,9.93E+05,3.97E+06,2.363,,,,683,,
10/12/21,4,4,43. 45. 19 N,69. 30. 05 W,2,,,0.51,1.11,0.11,,24238,1.03E+06,8.81E+06,7.676,5.669,0.128,,18372,,
10/12/21,4,4,43. 45. 19 N,69. 30. 05 W,10,,,5.97,4.33,0.66,,2667,1.11E+06,3.69E+06,2.693,,,,753,,
10/12/21,4,4,43. 45. 19 N,69. 30. 05 W,40,,,0.88,3.61,0.39,,1971,1.43E+06,7.05E+06,3.425,,,,322,,
10/26/21,5,1,43.54.20 N,69.34.66 W,2,,,9.45,6.09,1.00,,11015,1.28E+06,6.75E+06,2.112,1.775,0.691,,1281,,
10/26/21,5,1,43.54.20 N,69.34.66 W,10,,,11.00,6.84,0.91,,9174,1.01E+06,8.34E+06,1.775,,,,1397,,
10/26/21,5,1,43.54.20 N,69.34.66 W,35,,,9.16,8.13,1.03,,7494,9.62E+05,1.00E+07,1.452,,,,1719,,
10/26/21,5,2,43.51.80 N,69.34.52 W,2,,,7.10,5.03,0.82,,12544,9.79E+05,6.38E+06,1.703,1.462,0.317,,1078,,
10/26/21,5,2,43.51.80 N,69.34.52 W,10,,,7.29,5.47,0.86,,12093,9.43E+05,8.54E+06,2.119,,,,1201,,
10/26/21,5,2,43.51.80 N,69.34.52 W,19,,,8.01,6.44,1.00,,10350,1.03E+06,8.22E+06,1.894,,,,1232,,
11/8/21,6,1,43.54.20 N,69.34.66 W,2,,,,,,,14686,5.35E+05,4.91E+06,1.670,1.270,0.381,,1897,,
11/8/21,6,1,43.54.20 N,69.34.66 W,10,,,,,,,17308,4.66E+05,4.87E+06,1.571,,,,2149,,
11/8/21,6,1,43.54.20 N,69.34.66 W,30,,,,,,,18760,7.01E+05,6.36E+06,1.551,,,,2251,,
11/8/21,6,2,43.51.80 N,69.34.52 W,2,,,,,,,15379,4.31E+05,4.49E+06,1.630,1.069,0.397,,2363,,
11/8/21,6,2,43.51.80 N,69.34.52 W,10,,,,,,,15208,8.63E+05,7.12E+06,1.353,,,,2625,,
11/8/21,6,2,43.51.80 N,69.34.52 W,20,,,,,,,15246,3.76E+05,2.76E+06,1.436,,,,2709,,
11/8/21,6,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,27290,4.55E+05,2.63E+06,2.891,2.053,0.698,,4158,,
11/8/21,6,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,21938,7.23E+05,5.23E+06,2.383,,,,3329,,
11/8/21,6,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,12117,4.63E+05,3.38E+06,0.958,,,,3213,,
11/8/21,6,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,41878,9.56E+05,4.16E+06,4.191,2.462,0.745,,13265,,
11/8/21,6,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,38871,7.03E+05,6.61E+06,3.049,,,,15848,,
11/8/21,6,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,6556,7.02E+05,3.48E+06,0.498,,,,4533,,
6/7/22,REU,1,43.54.20 N,69.34.66 W,2,,,,,,,38241,,,,,,,1040,,
6/7/22,REU,1,43.54.20 N,69.34.66 W,10,,,,,,,45619,,,,,,,1120,,
6/7/22,REU,1,43.54.20 N,69.34.66 W,,,,,,,,42396,,,,,,,1222,,
6/7/22,REU,2,43.51.80 N,69.34.52 W,2,,,,,,,38647,,,,,,,938,,
6/7/22,REU,2,43.51.80 N,69.34.52 W,10,,,,,,,33709,,,,,,,1029,,
6/7/22,REU,2,43.51.80 N,69.34.52 W,,,,,,,,32043,,,,,,,1047,,
6/7/22,REU,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,28032,,,,,,,2870,,
6/7/22,REU,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,23776,,,,,,,1449,,
6/7/22,REU,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,1236,,,,,,,193,,
6/7/22,REU,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,7266,,,,,,,1092,,
6/7/22,REU,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,11477,,,,,,,2160,,
6/7/22,REU,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,945,,,,,,,172,,
6/16/22,REU,1,43.54.20 N,69.34.66 W,2,,,,,,,27318,,,,,,,4456,,
6/16/22,REU,1,43.54.20 N,69.34.66 W,10,,,,,,,28368,,,,,,,4242,,
6/16/22,REU,1,43.54.20 N,69.34.66 W,,,,,,,,31238,,,,,,,4470,,
6/16/22,REU,2,43.51.80 N,69.34.52 W,2,,,,,,,26425,,,,,,,6293,,
6/16/22,REU,2,43.51.80 N,69.34.52 W,10,,,,,,,28875,,,,,,,6195,,
6/16/22,REU,2,43.51.80 N,69.34.52 W,,,,,,,,21312,,,,,,,4295,,
6/16/22,REU,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,31556,,,,,,,8806,,
6/16/22,REU,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,27409,,,,,,,6706,,
6/16/22,REU,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,5656,,,,,,,1575,,
6/16/22,REU,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,,,,,,,,,,
6/16/22,REU,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,20458,,,,,,,5264,,
6/16/22,REU,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,1043,,,,,,,231,,
7/7/22,REU,1,43.54.20 N,69.34.66 W,2,,,,,,,54702,,,,,,,13286,,
7/7/22,REU,1,43.54.20 N,69.34.66 W,10,,,,,,,53736,,,,,,,15232,,
7/7/22,REU,1,43.54.20 N,69.34.66 W,,,,,,,,49970,,,,,,,16328,,
7/7/22,REU,2,43.51.80 N,69.34.52 W,2,,,,,,,43089,,,,,,,19138,,
7/7/22,REU,2,43.51.80 N,69.34.52 W,10,,,,,,,48020,,,,,,,19173,,
7/7/22,REU,2,43.51.80 N,69.34.52 W,,,,,,,,49011,,,,,,,17584,,
7/7/22,REU,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,,,,,,,,,,
7/7/22,REU,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,,,,,,,,,,
7/7/22,REU,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,,,,,,,,,,
7/7/22,REU,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,,,,,,,,,,
7/7/22,REU,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,,,,,,,,,,
7/7/22,REU,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,,,,,,,,,,
8/9/22,REU,1,43.54.20 N,69.34.66 W,2,,,,,,,90934,,,,,,,15404,,
8/9/22,REU,1,43.54.20 N,69.34.66 W,10,,,,,,,97139,,,,,,,14620,,
8/9/22,REU,1,43.54.20 N,69.34.66 W,,,,,,,,97657,,,,,,,14137,,
8/9/22,REU,2,43.51.80 N,69.34.52 W,2,,,,,,,89744,,,,,,,14039,,
8/9/22,REU,2,43.51.80 N,69.34.52 W,10,,,,,,,90685,,,,,,,15243,,
8/9/22,REU,2,43.51.80 N,69.34.52 W,,,,,,,,77112,,,,,,,12856,,
8/9/22,REU,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,149258,,,,,,,98809,,
8/9/22,REU,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,115294,,,,,,,53732,,
8/9/22,REU,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,12733,,,,,,,2195,,
9/8/22,1,1,43.54.20 N,69.34.66 W,2,,,,,,,,3.72E+06,1.35E+07,1.401,1.213,0.391,5.38E+03,,,
9/8/22,1,1,43.54.20 N,69.34.66 W,10,,,,,,,37251,3.58E+06,1.37E+07,1.394,,,,15855,,
9/8/22,1,1,43.54.20 N,69.34.66 W,30,,,,,,,37482,3.23E+06,1.36E+07,1.320,,,,16881,,
9/8/22,1,2,43.51.80 N,69.34.52 W,2,,,,,,,34955,3.42E+06,1.39E+07,2.363,1.459,0.418,1.11E+04,16184,,
9/8/22,1,2,43.51.80 N,69.34.52 W,10,,,,,,,35126,3.28E+06,1.35E+07,1.522,,,,17623,,
9/8/22,1,2,43.51.80 N,69.34.52 W,30,,,,,,,34146,2.57E+06,1.59E+07,1.197,,,,20237,,
9/8/22,1,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,97909,4.37E+06,1.74E+07,1.885,1.392,0.316,3.87E+04,66287,,
9/8/22,1,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,53904,5.86E+06,2.29E+07,3.252,,,,38185,,
9/8/22,1,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,8526,1.85E+06,8.26E+06,0.471,,,,5138,,
9/8/22,1,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,64068,3.10E+06,1.86E+07,1.858,1.646,0.327,3.27E+04,44646,,
9/8/22,1,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,26376,3.56E+06,1.46E+07,3.582,,,,17644,,
9/8/22,1,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,7021,8.41E+05,3.80E+06,1.340,,,,4774,,
9/13/22,Dartmouth,1,43.54.20 N,69.34.66 W,2,,,,,,,48941,2.57E+06,7.41E+06,2.175,,,,15404,,
9/13/22,Dartmouth,1,43.54.20 N,69.34.66 W,10,,,,,,,46162,2.55E+06,9.06E+06,1.959,,,,14620,,
9/13/22,Dartmouth,1,43.54.20 N,69.34.66 W,30,,,,,,,39585,2.32E+06,7.09E+06,1.805,,,,14137,,
9/13/22,Dartmouth,2,43.51.80 N,69.34.52 W,2,,,,,,,34409,1.98E+06,4.95E+06,1.865,,,,14039,,
9/13/22,Dartmouth,2,43.51.80 N,69.34.52 W,10,,,,,,,29131,1.76E+06,5.25E+06,1.461,,,,15243,,
9/13/22,Dartmouth,2,43.51.80 N,69.34.52 W,20,,,,,,,22397,2.65E+06,8.10E+06,1.219,,,,12856,,
9/13/22,Dartmouth,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,124229,1.10E+06,3.17E+06,2.942,,,,98809,,
9/13/22,Dartmouth,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,82072,3.41E+06,8.89E+06,4.074,,,,53732,,
9/13/22,Dartmouth,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,3413,2.88E+06,1.03E+07,0.470,,,,2195,,
9/29/22,3,1,43.54.20 N,69.34.66 W,2,,,,,,,37373,2.32E+06,1.10E+07,1.838,1.308,0.298,5.33E+04,10759,,
9/29/22,3,1,43.54.20 N,69.34.66 W,10,,,,,,,34104,2.28E+06,1.17E+07,1.558,,,,10308,,
9/29/22,3,1,43.54.20 N,69.34.66 W,30,,,,,,,30181,2.02E+06,9.98E+06,1.852,,,,9524,,
9/29/22,3,2,43.51.80 N,69.34.52 W,2,,,,,,,24021,1.84E+06,1.15E+07,2.283,1.145,0.211,4.91E+04,7578,,
9/29/22,3,2,43.51.80 N,69.34.52 W,10,,,,,,,23531,1.70E+06,9.04E+06,2.336,,,,7308,,
9/29/22,3,2,43.51.80 N,69.34.52 W,20,,,,,,,18319,1.59E+06,1.02E+07,2.532,,,,6363,,
9/29/22,3,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,21693,1.33E+06,1.28E+07,14.733,2.747,0.299,2.10E+05,8785,,
9/29/22,3,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,12058,1.34E+06,1.10E+07,6.774,,,,5261,,
9/29/22,3,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,2128,9.16E+05,5.72E+06,0.345,,,,1264,,
9/29/22,3,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,56004,1.94E+06,1.50E+07,4.976,2.767,0.448,9.29E+04,33257,,
9/29/22,3,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,18228,1.24E+06,1.01E+07,3.946,,,,11673,,
9/29/22,3,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,1236,9.63E+05,4.94E+06,0.228,,,,704,,
10/13/22,4,1,43.54.20 N,69.34.66 W,2,,,,,,,11099,1.25E+06,1.09E+07,1.825,0.467,0.115,2.95E+04,1890,,
10/13/22,4,1,43.54.20 N,69.34.66 W,10,,,,,,,11680,1.24E+06,1.14E+07,2.020,,,,2139,,
10/13/22,4,1,43.54.20 N,69.34.66 W,25,,,,,,,11512,1.26E+06,1.14E+07,1.744,,,,2146,,
10/13/22,4,2,43.51.80 N,69.34.52 W,2,,,,,,,10038,1.21E+06,9.75E+06,1.372,0.605,0.172,6.77E+04,1953,,
10/13/22,4,2,43.51.80 N,69.34.52 W,10,,,,,,,9065,1.33E+06,9.27E+06,1.237,,,,1852,,
10/13/22,4,2,43.51.80 N,69.34.52 W,18,,,,,,,8873,1.23E+06,9.65E+06,1.239,,,,1918,,
10/13/22,4,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,6377,6.96E+05,1.02E+07,4.861,1.230,0.304,1.51E+05,1187,,
10/13/22,4,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,7434,8.00E+05,1.05E+07,4.720,,,,1414,,
10/13/22,4,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,2940,9.65E+05,7.68E+06,0.791,,,,1274,,
10/27/22,5,1,43.54.20 N,69.34.66 W,2,,,,,,,14844,1.76E+06,1.40E+07,1.737,1.438,0.481,7.06E+03,2065,,
10/27/22,5,1,43.54.20 N,69.34.66 W,10,,,,,,,14679,1.70E+06,1.55E+07,1.683,,,,1957,,
10/27/22,5,1,43.54.20 N,69.34.66 W,40,,,,,,,15533,1.65E+06,1.16E+07,1.747,,,,1806,,
10/27/22,5,2,43.51.80 N,69.34.52 W,2,,,,,,,14529,1.80E+06,1.17E+07,2.451,2.000,0.490,9.86E+03,2464,,
10/27/22,5,2,43.51.80 N,69.34.52 W,10,,,,,,,14186,1.68E+06,1.05E+07,1.427,,,,2149,,
10/27/22,5,2,43.51.80 N,69.34.52 W,20,,,,,,,13941,1.60E+06,1.00E+07,1.313,,,,2058,,
10/27/22,5,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,10392,1.59E+06,1.11E+07,5.542,4.653,0.669,3.30E+04,2226,,
10/27/22,5,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,18417,1.63E+06,8.96E+06,2.040,,,,3549,,
10/27/22,5,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,6591,1.17E+06,1.04E+07,0.549,,,,1561,,
10/27/22,5,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,27563,1.79E+06,1.18E+07,6.444,4.262,0.943,6.52E+04,6367,,
10/27/22,5,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,27269,1.50E+06,9.93E+06,4.121,,,,6584,,
10/27/22,5,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,3189,1.03E+06,7.62E+06,0.481,,,,1740,,
11/15/22,6,1,43.54.20 N,69.34.66 W,2,,,,,,,17948,1.79E+06,1.18E+07,2.660,2.101,0.730,1.49E+03,2317,,
11/15/22,6,1,43.54.20 N,69.34.66 W,10,,,,,,,15372,1.51E+06,9.92E+06,2.491,,,,1953,,
11/15/22,6,1,43.54.20 N,69.34.66 W,40,,,,,,,14511,1.42E+06,8.87E+06,1.162,,,,2034,,
11/15/22,6,2,43.51.80 N,69.34.52 W,2,,,,,,,13090,1.40E+06,1.01E+07,1.535,1.178,0.682,7.29E+03,1817,,
11/15/22,6,2,43.51.80 N,69.34.52 W,10,,,,,,,12719,1.51E+06,8.44E+06,1.677,,,,1803,,
11/15/22,6,2,43.51.80 N,69.34.52 W,20,,,,,,,11844,1.46E+06,8.25E+06,1.286,,,,1922,,
11/15/22,6,3,43. 48. 65 N,69. 34. 10 W,19,,,,,,,13622,1.20E+06,7.66E+06,2.134,1.259,0.915,1.14E+04,2468,,
11/15/22,6,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,14585,1.21E+06,5.90E+06,2.592,,,,2573,,
11/15/22,6,3,43. 48. 65 N,69. 34. 10 W,40,,,,,,,4260,1.13E+06,5.83E+06,0.645,,,,1117,,
11/15/22,6,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,21700,1.21E+06,8.63E+06,6.504,3.838,0.881,2.19E+04,10024,,
11/15/22,6,4,43. 45. 19 N,69. 30. 05 W,10,,,,,,,21522,1.22E+06,8.13E+06,5.656,,,,9692,,
11/15/22,6,4,43. 45. 19 N,69. 30. 05 W,40,,,,,,,1925,1.04E+06,6.13E+06,1.213,,,,627,,
5/23/23,REU,1,43.54.20 N,69.34.66 W,2,,,,,,,24374,,,,,,,515,23860,
5/23/23,REU,1,43.54.20 N,69.34.66 W,10,,,,,,,22694,,,,,,,518,22176,
5/23/23,REU,1,43.54.20 N,69.34.66 W,,,,,,,,21049,,,,,,,546,20503,
5/23/23,REU,2,43.51.80 N,69.34.52 W,2,,,,,,,21529,,,,,,,501,21028,
5/23/23,REU,2,43.51.80 N,69.34.52 W,10,,,,,,,20986,,,,,,,553,20433,
5/23/23,REU,2,43.51.80 N,69.34.52 W,,,,,,,,14921,,,,,,,543,14378,
5/23/23,REU,3,43. 48. 65 N,69. 34. 10 W,2,,,,,,,15533,,,,,,,938,14595,
5/23/23,REU,3,43. 48. 65 N,69. 34. 10 W,10,,,,,,,17315,,,,,,,910,16405,
5/23/23,REU,3,43. 48. 65 N,69. 34. 10 W,,,,,,,,1953,,,,,,,182,1771,
5/23/23,REU,4,43. 45. 19 N,69. 30. 05 W,2,,,,,,,14865,,,,,,,1523,13342,
